Mes;Categoria;Voltaje;Grupo_consumo;Tipo_consumo;Tarifa;Clientes_BOL;MWh_BOL;FACT_BOL;Clientes_EOR;MWh_EOR;FACT_EOR;Clientes_ESM;MWh_ESM;FACT_ESM;Clientes_GYE;MWh_GYE;FACT_GYE;Clientes_GLR;MWh_GLR;FACT_GLR;Clientes_LRS;MWh_LRS;FACT_LRS;Clientes_MAN;MWh_MAN;FACT_MAN;Clientes_MLG;MWh_MLG;FACT_MLG;Clientes_STE;MWh_STE;FACT_STE;Clientes_STD;MWh_STD;FACT_STD;Clientes_SUC;MWh_SUC;FACT_SUC
Ene;General;Baja;Otros;Público;BTCGCD21 (BT / Bombeo de Agua Comunidades Campesinas);0;0,00;0,00;6;10,25;414,39;2;3,46;139,72;0;0,00;0,00;16;17,30;710,80;1;2,64;106,22;9;5,91;242,58;9;15,08;609,35;0;0,00;0,00;9;14,05;568,30;53;37,52;1.538,02
Ene;General;Baja;Otros;Público;BTCGCD06 (BT / Bombeo de Agua con Demanda);7;3,38;436,14;0;0,00;0,00;13;13,89;1.267,50;6;35,25;3.287,95;8;13,02;1.159,94;0;0,00;0,00;0;0,00;0,00;17;123,98;10.671,79;0;0,00;0,00;1;0,39;67,03;22;14,76;1.165,73
Ene;General;Baja;Otros;Público;BTCGCD34 (BT / Bombeo de Agua con Demanda Horaria);0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;4;-0,46;23,02;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;16;40,46;3.551,39
Ene;General;Baja;Otros;Público;BTCGSD14 (BT / Bombeo de Agua para Servicio Público de Agua);0;0,00;0,00;16;20,42;1.345,59;3;1,75;113,15;43;37,20;2.455,15;3;0,84;56,47;11;24,18;1.595,26;0;0,00;0,00;0;0,00;0,00;10;18,07;1.186,49;17;9,74;643,81;0;0,00;0,00
Ene;General;Baja;Otros;Público;BTCGCD40 (BT / Bombeo de Agua para Servicio Público de Agua con Demanda Horaria);0;0,00;0,00;5;7,10;434,94;0;0,00;0,00;14;86,34;5.592,73;0;0,00;0,00;0;0,00;0,00;1;3,76;283,14;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;78;698,56;43.542,61
Ene;General;Baja;Comercial;Público;BTCGSD01 (BT / Comercial);1;0,08;8,86;20;5,53;569,11;197;121,98;12.448,57;56;49,68;5.182,31;16;10,17;1.031,71;9;5,19;523,51;22;14,09;1.443,56;318;71,63;7.552,24;1;0,43;42,24;72;17,38;1.786,44;11;3,98;404,03
Ene;General;Baja;Comercial;Público;BTCGCD01 (BT / Comercial con Demanda);0;0,00;0,00;0;0,00;0,00;3;2,56;310,46;5;27,16;3.173,55;4;27,21;2.942,56;1;2,58;317,38;0;0,00;0,00;2;10,79;1.297,93;0;0,00;0,00;0;0,00;0,00;3;8,05;858,35
Ene;General;Baja;Comercial;Público;BTCGCD31 (BT / Comercial con Demanda Horaria);0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;3;11,74;1.091,69
Ene;General;Baja;Otros;Público;BTCGSD09 (BT / Culto Religioso);0;0,00;0,00;2;0,04;4,18;3;0,04;5,45;1;0,00;1,41;0;0,00;0,00;1;0,56;28,46;2;1,19;61,78;3;0,51;22,27;1;0,37;16,44;1;0,05;3,01;8;0,35;23,29
Ene;General;Baja;Otros;Público;BTCGCD32 (BT / Culto Religioso con Demanda);0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00
Ene;General;Baja;Otros;Público;BTCGSD05 (BT / Entidades Oficiales);349;96,69;9.006,01;996;544,19;50.121,54;391;213,64;19.713,38;1.519;1.132,00;106.328,54;703;671,20;61.937,53;288;201,85;18.543,61;558;424,83;39.084,85;332;224,53;20.692,78;454;385,36;35.457,62;693;479,23;44.026,36;296;148,83;13.718,69
Ene;General;Baja;Otros;Público;BTCGCD07 (BT / Entidades Oficiales con Demanda);11;37,71;3.981,63;0;0,00;0,00;25;52,41;5.131,39;306;841,93;83.162,11;31;177,85;18.150,10;26;67,12;7.368,98;72;182,92;19.481,82;67;283,92;28.910,35;6;19,63;1.998,83;3;8,26;813,76;33;24,42;3.015,46
Ene;General;Baja;Otros;Público;BTCGCD35 (BT / Entidades Oficiales con Demanda Horaria);0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;2;3,47;373,43;0;0,00;0,00;0;0,00;0,00;8;87,14;8.110,68;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;209;956,44;90.589,55
Ene;General;Baja;Otros;Público;BTCGCD08 (BT / Escenarios Deportivos con Demanda);0;0,00;0,00;0;0,00;0,00;5;0,52;131,23;0;0,00;0,00;0;0,00;0,00;1;0,00;6,20;0;0,00;0,00;0;0,00;0,00;1;0,08;91,73;0;0,00;0,00;13;4,80;615,35
Ene;General;Baja;Industrial;Público;BTCGSD02 (BT / Industrial Artesanal);0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;1;0,37;29,29;0;0,00;0,00;0;0,00;0,00
Ene;General;Baja;Industrial;Público;BTCGCD02 (BT / Industrial con Demanda);0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00
Ene;General;Baja;Industrial;Público;BTCGCD30 (BT / Industrial con Demanda Horaria);0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;2;5,49;541,91
Ene;Residencial;NO APLICA;Residencial;Público;REFACTRE (Residencial / Refacturaciones y Reliquidaciones);0;3,19;0,00;0;0,00;0,00;0;1,12;44,50;0;0,00;0,00;0;0,00;91,56;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00
Ene;General;Baja;Otros;Público;BTCGCD09 (BT / Otros con Demanda);0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00
Ene;General;Baja;Otros;Público;BTCGCD37 (BT / Autoconsumo con Demana Horaria);0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00
Ene;General;Baja;Otros;Público;BTCGCD38 (BT / Otros con Demanda Horaria);0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00
Ene;General;Baja;Otros;Público;BTCGSD08 (BT / Otros);0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00
Ene;General;Baja;Otros;Público;BTCGSD12 (BT / Escenarios Deportivos);0;0,00;0,00;19;2,16;207,55;0;0,00;0,00;1;3,62;354,80;1;1,37;125,71;8;1,86;175,51;11;2,56;232,65;2;1,74;158,22;9;0,68;68,77;11;0,86;86,21;6;1,41;133,50
Ene;Residencial;Baja;Residencial;Público;BTCRSD02 (BT / Residencial Temporal);0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;11;1,06;152,11;0;0,00;0,00;0;0,00;0,00
Ene;General;Baja;Otros;Público;BTCGSD13 (BT / Bombeo de Agua);0;0,00;0,00;0;0,00;0,00;5;4,22;340,80;2;1,24;105,28;54;65,70;5.436,45;7;5,62;463,03;13;20,38;1.691,18;72;88,82;7.299,37;0;0,00;0,00;25;19,80;1.626,78;0;0,00;0,00
Ene;General;Baja;Otros;Público;BTCGCD12 (BT / Ocasional);0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00
Ene;General;Baja;Otros;Público;BTCGSD11 (BT / Servicio Comunitario);0;0,00;0,00;3;0,26;25,22;3;0,80;72,61;19;7,11;663,31;8;3,06;286,49;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;1;0,02;2,97;0;0,00;0,00
Ene;General;Baja;Otros;Público;BTCGCD11 (BT / Servicio Comunitario con Demanda);0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;8;18,26;1.859,16;2;0,42;136,61;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00
Ene;General;Baja;Otros;Público;BTCGCD36 (BT / Escenarios Deportivos con Demanda Horaria);0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;5;10,77;1.283,60
Ene;General;Baja;Otros;Público;BTCGCD39 (BT / Servicio Comunitario con Demanda Horaria);0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00
Ene;Residencial;Baja;Residencial;Público;BTCRSD01 (BT / Residencial);1;0,00;1,32;531;72,73;8.313,32;552;150,97;15.946,32;204;61,30;7.245,27;212;29,95;3.067,03;2;0,18;19,68;269;68,58;7.473,68;113;26,13;2.885,62;119;16,91;1.784,85;110;13,15;1.480,39;0;0,00;0,00
Ene;General;Baja;Otros;Público;BTCGCD41 (BT / Vehículos Eléctricos con Demanda Horaria);0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00
Ene;General;Media;Otros;Público;MTCGCD05 (MT / Abonados Especiales con Demanda);0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00
Ene;General;Media;Otros;Público;MTCGCD06 (MT / Abonados Especiales con Demanda Horaria);0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00
Ene;General;Media;Otros;Público;MTCGCD07 (MT / Asistencia Social con Demanda);14;98,82;8.000,99;18;23,09;1.991,47;19;185,07;14.288,18;31;405,41;29.424,91;21;363,18;27.015,71;26;287,57;21.571,51;57;172,21;13.771,18;12;246,49;17.946,11;10;356,30;25.574,79;15;137,26;10.399,78;0;0,00;0,00
Ene;General;Media;Otros;Público;MTCGCD08 (MT / Asistencia Social con Demanda Horaria);0;0,00;0,00;38;1.398,52;94.574,76;7;799,02;52.938,76;20;6.193,39;375.811,76;4;622,93;41.404,27;3;459,09;31.183,89;33;2.618,37;173.819,68;1;244,19;15.988,78;0;0,00;0,00;10;723,48;48.806,43;7;237,19;16.085,14
Ene;General;Media;Otros;Público;MTCGCD09 (MT / Beneficio Público con Demanda);35;97,08;7.817,72;38;59,92;4.837,49;52;246,11;20.767,92;61;1.015,80;75.260,93;49;382,04;33.172,78;27;82,05;7.041,94;217;392,48;34.515,65;16;115,79;9.546,61;15;69,28;5.396,98;33;153,87;12.126,40;0;0,00;0,00
Ene;General;Media;Otros;Público;MTCGCD10 (MT / Beneficio Público con Demanda Horaria);0;0,00;0,00;45;664,70;46.724,37;5;58,39;4.306,01;21;1.593,96;103.815,76;4;42,49;2.927,88;1;41,35;2.981,06;21;710,76;52.552,31;0;0,00;0,00;0;0,00;0,00;3;39,51;3.105,35;10;113,18;7.801,65
Ene;General;Media;Otros;Público;MTCGCD30 (MT / Bombeo de agua comunidades campesinas);0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;2;0,42;18,08;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;2;14,63;586,51;0;0,00;0,00;0;0,00;0,00
Ene;General;Media;Otros;Público;MTCGCD11 (MT / Bombeo de Agua con Demanda);0;0,00;0,00;2;0,14;63,41;31;154,35;16.510,95;0;0,00;0,00;166;1.281,61;103.798,65;63;932,01;72.627,20;46;56,76;6.032,18;49;1.535,62;108.711,31;4;10,98;988,06;34;288,15;22.424,99;0;0,00;0,00
Ene;General;Media;Otros;Público;MTCGCD12 (MT / Bombeo de Agua con Demanda Horaria);0;0,00;0,00;1;0,00;1,41;4;172,88;14.644,14;5;1.214,85;68.557,87;8;52,82;7.029,51;0;0,00;0,00;53;614,01;48.060,77;1;31,81;2.095,75;2;711,48;44.860,02;0;0,00;0,00;3;20,12;1.957,56
Ene;General;Media;Comercial;Público;MTCGCD01 (MT / Comercial con Demanda);0;0,00;0,00;0;0,00;0,00;7;18,77;2.114,33;7;75,99;8.211,23;12;111,48;12.635,96;4;5,40;800,88;23;286,72;31.798,36;20;344,01;38.047,19;0;0,00;0,00;2;9,13;1.002,21;0;0,00;0,00
Ene;General;Media;Comercial;Público;MTCGCD02 (MT / Comercial con Demanda Horaria);0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;1;3,10;298,84;0;0,00;0,00;8;211,78;21.178,95;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00
Ene;General;Media;Otros;Público;MTCGCD13 (MT / Entidades Oficiales Con Demanda);97;175,99;17.078,45;207;337,52;30.895,47;171;1.287,28;116.696,31;204;3.449,45;265.797,70;288;2.019,19;184.371,02;135;682,36;64.031,23;513;1.661,20;152.964,60;37;512,82;44.524,77;136;1.262,05;117.044,06;121;688,51;62.729,65;0;0,00;0,00
Ene;General;Media;Otros;Público;MTCGCD14 (MT / Entidades Oficiales Con Demanda Horaria);0;0,00;0,00;159;2.270,58;177.954,60;14;630,26;51.488,21;126;7.071,12;486.758,42;9;157,38;13.545,77;6;126,89;9.684,24;120;2.528,31;199.877,06;1;143,36;11.574,62;2;239,45;18.751,09;39;2.083,43;157.759,06;31;1.488,16;118.876,94
Ene;General;Media;Otros;Público;MTCGCD15 (MT / Escenarios Deportivos con Demanda);0;0,00;0,00;5;0,45;113,94;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;5;13,90;1.458,45;5;0,83;265,61;0;0,00;0,00;4;0,53;160,52;1;4,84;464,87;0;0,00;0,00
Ene;General;Media;Otros;Público;MTCGCD16 (MT / Escenarios Deportivos con Demanda Horaria);0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;1;24,85;2.061,30;0;0,00;0,00;0;0,00;0,00;6;43,08;3.321,30;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00
Ene;General;Media;Otros;Público;MTCGCD25 (MT / Estación de Carga Rápida con Demanda Horaria Diferenciada);0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;4;60,02;3.785,65;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00
Ene;General;Media;Otros;Público;MTCGCD31 (MT / Estacionales y Ocasionales);0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00
Ene;General;Media;Industrial;Público;MTCGCD03 (MT / Industrial con Demanda);0;0,00;0,00;0;0,00;0,00;1;1,45;468,28;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;4;202,92;24.692,16;0;0,00;0,00;0;0,00;0,00
Ene;General;Media;Industrial;Público;MTCGCD32 (MT / Industrial con Demanda Horaria Diferenciada);0;0,00;0,00;0;0,00;0,00;2;97,50;10.952,65;0;0,00;0,00;0;0,00;0,00;1;0,00;5,99;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;1;164,99;15.542,88
Ene;General;NO APLICA;Industrial;Público;REFACTIN (Industrial / Refacturaciones y Reliquidaciones);0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00
Ene;General;Media;Otros;Público;MTCGCD36 (MT / Autoconsumo con Demanda Horaria);0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00
Ene;General;Media;Otros;Público;MTCGCD37 (MT / Autoconsumo con Demanda);0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00
Ene;General;Media;Otros;Público;MTCGCD19 (MT / Otros con Demanda);0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00
Ene;General;NO APLICA;Comercial;Público;REFACTCO (Comercial / Refacturaciones y Reliquidaciones);0;0,00;0,00;0;0,00;0,00;0;6,56;668,55;0;0,00;0,00;0;0,00;10,64;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00
Ene;General;Media;Otros;Público;MTCGCD35 (MT / Servicio Comunitario con Demanda);0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;6;45,29;3.422,02;4;3,79;342,08;0;0,00;0,00;2;3,69;394,28;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00
Ene;General;Media;Otros;Público;MTCGCD34 (MT / Servicio Comunitario con Demanda Horaria);0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00
Ene;General;Media;Otros;Público;MTCGCD39 (MT / Bombeo de Agua para Servicio Público de Agua con Demanda Horaria);0;0,00;0,00;42;1.294,58;60.166,02;9;289,80;13.324,06;25;1.183,35;57.486,16;18;861,32;43.795,71;6;52,14;2.704,27;60;3.620,15;175.748,85;0;0,00;0,00;0;0,00;0,00;28;340,71;18.586,18;4;447,28;20.828,56
Ene;General;Alta;Otros;Público;ATCGCD14 (AT / Asistencia Social con Demanda Horaria);0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;1;451,01;29.735,84;0;0,00;0,00;1;873,48;57.683,11;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00
Ene;General;Alta;Otros;Público;ATCGCD15 (AT / Beneficio Público con Demanda Horaria);0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;1;234,90;17.638,75;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00
Ene;General;Alta;Otros;Público;ATCGCD03 (AT / Abonados Especiales con Demanda Horaria);0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00
Ene;General;Alta;Otros;Público;ATCGCD04 (AT / Bombeo de Agua con Demanda Horaria);0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;2;4.216,17;215.868,89;1;0,85;21.040,51;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00
Ene;General;Alta;Otros;Público;ATCGCD16 (AT / Estación de Carga Rápida con Demanda Horaria Diferenciada);0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00
Ene;General;Alta;Industrial;Público;ATCGCD07 (AT / Industrial con Demanda Horaria Diferenciada);0;0,00;0,00;0;0,00;0,00;2;11.848,76;1.168.498,77;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;2;2.183,84;201.756,56;0;0,00;0,00;0;0,00;0,00
Ene;General;NO APLICA;Otros;Público;REFACTOT (Otros / Refacturaciones y Reliquidaciones);0;0,00;0,00;0;0,00;0,00;0;-41,65;-2.651,10;0;0,00;0,00;0;0,00;453,55;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;-1,78;-6.409,71
Ene;General;Alta;Otros;Público;ATCGCD08 (AT / Servicio Comunitario con Demanda Horaria);0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00
Ene;General;Alta;Otros;Público;ATCGCD12 (AT / Autoconsumo con Demanda Horaria);0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00
Ene;General;Alta;Otros;Público;ATCGCD05 (AT / Otros con Demanda Horaria);0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00
Ene;General;Alta;Comercial;Público;ATCGCD09 (AT / Comercial con Demanda Horaria);0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00
Ene;General;Alta;Otros;Público;ATCGCD10 (AT / Entidades Oficiales con Demanda Horaria);0;0,00;0,00;2;2.367,56;163.283,54;1;526,65;41.018,86;6;3.070,16;194.371,83;2;335,58;23.419,42;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;1;369,60;26.878,40;2;1.110,45;82.649,89;0;0,00;0,00
Ene;General;Alta;Otros;Público;ATCGCD11 (AT / Escenarios Deportivos con Demanda Horaria);0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00
Ene;General;Alta;Otros;Público;ATCGCD13 (AT / Bombeo de Agua para Servicio Público de Agua con Demanda Horaria);0;0,00;0,00;0;0,00;0,00;1;2.594,17;115.599,09;1;717,60;30.069,46;1;12.144,06;502.145,10;0;0,00;0,00;7;8.888,38;363.188,23;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00
